Citizen_ID,Area_Sector,Issue_Type,Complaint_Text,Severity_Level,Reported_Time,Resolution_Time_Hours,Assigned_Department,Satisfaction_Rating,Followup_Required,Latitude,Longitude,AI_Priority_Score
C1019,C2,Pothole,Kid skin good where security start make major least recent prepare goal debate ten into case.,Low,10-03-2025 01:12,98.0,Water Dept,2.0,Yes,19.063154,72.978859,0.64
C1020,C1,Pothole,End team entire save financial prepare one crime culture help system somebody.,Medium,29-11-2025 02:35,114.0,Smart Wifi Dept,1.0,Yes,19.234429,73.014186,0.57
C1021,B2,Pothole,Control surface fight camera couple record product smile why resource game behind participant.,Low,14-01-2025 11:24,73.0,Electricity Dept,3.0,Yes,19.170677,72.811869,0.65
C1022,C1,Water,Within same western weight attention bad after blood leg recently watch opportunity hit however different war.,High,01-05-2025 06:24,29.0,Electricity Dept,5.0,No,19.183299,72.871031,0.89
C1023,B1,Street Light,Live movie while whom force human then behavior subject important hear.,Low,02-02-2025 16:29,5.0,Water Dept,1.0,Yes,19.127339,73.036113,0.17
C1024,B1,Water,Throughout black difference finish fly perform pretty response peace local believe forget question teacher.,Low,29-06-2025 03:39,72.0,Electricity Dept,1.0,Yes,19.285368,72.916041,0.62
C1025,B2,Garbage,Parent party build article war former leg order southern.,Medium,25-04-2025 12:37,61.0,Electricity Dept,1.0,No,19.262504,73.021789,0.29
C1026,D2,Street Light,Identify movie national sense financial movement phone.,High,04-02-2025 03:36,71.0,Water Dept,4.0,No,19.056331,72.890363,0.67
C1027,B2,Garbage,Test area system sport we effort sit TV imagine.,Low,17-02-2025 02:34,63.5,Smart Wifi Dept,1.0,Yes,19.025579,72.866445,0.22
C1028,B2,Traffic,Student let entire when data garden stand than program too view public.,Medium,24-02-2025 13:40,999.0,Roads Dept,5.0,No,19.045086,72.801223,0.98
C1029,D2,Pothole,Ago town state body reduce even according position according.,Low,06-07-2025 00:59,100.0,Cleanliness Dept,2.0,Yes,19.228095,72.982207,0.43
C1030,D1,Pothole,There when effort agency billion anything animal sign against culture college really several economy remain.,Low,08-03-2025 05:02,54.0,Smart Wifi Dept,2.0,Yes,19.096231,73.05497,0.63
C1031,A1,Water,Start scientist reason knowledge fast soon direction.,Low,08-06-2025 10:19,98.0,Smart Wifi Dept,1.0,No,19.075595,72.894607,0.56
C1032,B1,Traffic,Smile character until economic recently space leg film door everybody federal middle.,Critical,08-06-2025 23:12,63.5,Smart Wifi Dept,2.0,Yes,19.171493,72.809249,0.93
C1033,B2,Water,Agree beat allow rather should weight soldier statement news lawyer natural sure whole lose.,High,28-10-2025 15:42,48.0,Cleanliness Dept,2.0,Yes,19.291854,72.916737,0.73
C1034,B2,Water,Decide range see could event respond law way former either indeed real.,Critical,13-04-2025 19:38,64.0,Cleanliness Dept,3.0,Yes,19.000494,72.942789,0.82
C1035,A2,Garbage,Already continue sing only sometimes worry meeting country seek human worker official professional.,High,03-10-2025 00:42,44.0,Cleanliness Dept,1.0,No,19.123256,72.81481,0.23
C1036,A1,Garbage,Audience ball rule in follow maintain gas often investment thousand make peace because add across.,Medium,17-08-2025 17:56,63.0,Water Dept,2.0,Yes,19.154376,73.050255,0.7
C1037,A1,Street Light,Special suffer play later against describe address stock detail cold him report voice.,High,16-01-2025 20:19,2.0,Electricity Dept,4.0,No,19.028362,73.010579,0.62
C1038,D2,Pollution,Shake usually night agent may field writer style his body else kid choice music.,Medium,11-02-2025 09:51,23.0,Smart Wifi Dept,1.0,Yes,19.168266,72.805545,0.45
C1039,C2,WiFi Issue,Agency long professional enough carry that recently leader upon choice experience.,Medium,01-02-2025 10:10,84.0,Roads Dept,1.0,Yes,19.006004,73.008434,0.48
C1040,C1,Pothole,Well former gun strategy certainly source majority last along.,Medium,15-08-2025 02:35,53.0,Cleanliness Dept,3.0,Yes,19.228131,72.881136,0.45
C1041,D2,Pothole,Forget long role decade method sound prevent camera occur could stop.,High,21-09-2025 16:11,38.0,Cleanliness Dept,3.0,No,19.231415,72.856775,0.46
C1042,A1,Traffic,Wall change probably likely these yard through realize bit until visit.,Critical,09-06-2025 17:44,101.0,Roads Dept,2.0,Yes,19.149225,73.012114,0.51
C1043,D2,Water,Power population fill peace myself everything whom which life.,Critical,14-01-2025 10:20,49.0,Cleanliness Dept,4.0,No,19.241505,72.800127,0.87
C1044,D1,Pothole,Down eye receive offer near remember study affect.,Critical,14-10-2025 23:18,114.0,Electricity Dept,4.0,Yes,19.085371,72.961479,0.66
C1045,B1,Garbage,North woman whole participant commercial its author sit and who protect husband market democratic.,High,04-10-2025 17:00,105.0,Electricity Dept,3.0,Yes,19.002198,73.098992,0.18
C1046,B2,Traffic,Like feeling trip upon history watch seem majority research case pick fast newspaper throughout movie.,Low,15-10-2025 01:14,98.0,Roads Dept,4.0,Yes,19.133185,72.92101,0.3
C1047,A1,Pothole,Approach artist back gun blood college know senior.,High,21-06-2025 06:54,999.0,Cleanliness Dept,3.0,No,19.221227,73.09611,0.8
C1048,A1,Pollution,Itself simple class receive finish law among.,Medium,28-04-2025 22:08,110.0,Cleanliness Dept,1.0,No,19.129781,73.009313,0.77
C1049,C1,Pothole,Simple realize experience speak across safe former chair toward hotel approach kind sing point wall really.,High,05-02-2025 09:15,58.0,Cleanliness Dept,3.0,No,19.02723,73.010249,0.39
C1050,B1,Water,Adult story public threat team will big real require soon yourself later toward board people.,High,11-06-2025 00:09,63.5,Cleanliness Dept,3.0,No,19.063918,73.026694,0.09
C1051,D2,Traffic,Something western if hand there eat theory.,Critical,14-01-2025 06:12,51.0,Cleanliness Dept,3.0,Yes,19.104195,72.818869,0.9
C1052,D1,Garbage,At choice she large office huge six feeling much specific worker pick try health.,Critical,01-05-2025 22:08,59.0,Roads Dept,2.0,No,19.134789,72.93591,0.85
C1053,A2,Pothole,Also forward sell community describe where red voice.,Low,01-11-2025 22:53,12.0,Electricity Dept,2.0,No,19.291133,73.046694,0.85
C1054,D2,Water,Able star line meet research establish cause line he specific.,Medium,04-02-2025 19:34,104.0,Water Dept,5.0,Yes,19.058611,73.061307,0.76
C1055,D1,Pollution,Ability education within indeed evidence chance listen society chair simple try realize table left.,Low,24-07-2025 20:23,30.0,Water Dept,3.0,Yes,19.147495,72.822433,0.13
C1056,C1,Pollution,Tonight control already president soon wind somebody difference cup.,Critical,06-04-2025 03:54,89.0,Cleanliness Dept,3.0,No,19.100166,72.889237,0.61
C1057,A2,Traffic,Upon second win staff newspaper avoid only evening authority federal.,Critical,21-06-2025 00:29,61.0,Roads Dept,5.0,No,19.071972,73.077162,0.75
C1058,D1,Pollution,Enough can public friend son compare low history listen fish operation room relate charge conference.,Low,18-10-2025 19:59,21.0,Roads Dept,2.0,No,19.262792,72.930024,0.86
C1059,A2,Pothole,Heavy trouble state actually behavior section despite should next recognize drug name.,Critical,29-04-2025 04:36,98.0,Cleanliness Dept,4.0,Yes,19.161403,72.898675,1.0
C1060,D1,Traffic,Model herself daughter teacher describe any bed often culture Mrs sound while type bad without.,Medium,24-02-2025 14:37,115.0,Smart Wifi Dept,2.0,No,19.111704,73.088462,0.89
C1061,D2,Pothole,Product certain worker seven against fear dark pretty spend stock treat form.,Critical,29-05-2025 07:22,84.0,Cleanliness Dept,2.0,Yes,19.148884,72.958149,0.38
C1062,C2,Water,Really either feel new fine yes condition answer debate bill after body site adult road statement.,Low,09-06-2025 21:24,47.0,Water Dept,5.0,Yes,19.111797,72.962327,1.0
C1063,C1,Garbage,Laugh guy those dinner suggest training exist bad agency employee find.,Critical,20-06-2025 13:37,46.0,Roads Dept,3.0,Yes,19.154989,73.054544,0.21
C1064,A1,Pollution,Image camera appear five manage mouth give also consider agreement.,Medium,15-03-2025 07:52,19.0,Smart Wifi Dept,5.0,No,19.132679,72.85268,0.93
C1065,A2,Pollution,As still officer understand especially kind get country within range when.,Critical,18-07-2025 12:51,43.0,Smart Wifi Dept,1.0,No,19.018885,73.030329,0.91
C1066,A1,Garbage,Enough perhaps then fire TV history listen official per detail more pull general positive.,High,05-06-2025 12:43,10.0,Water Dept,2.0,Yes,19.236138,73.024228,0.24
C1067,A1,Pothole,Congress season decide total make floor begin leader lot weight system.,Critical,14-11-2025 02:58,63.5,Electricity Dept,2.0,No,19.02224,73.040634,0.41
C1068,B2,Pothole,Dog several action send recognize tell young experience last him keep.,Low,16-06-2025 21:43,22.0,Cleanliness Dept,2.0,No,19.031298,72.81416,0.3
C1069,A2,Traffic,Add role long society black hospital answer.,High,12-09-2025 01:19,5.0,Smart Wifi Dept,1.0,No,19.277363,73.013757,0.62
C1070,B1,WiFi Issue,Writer five exactly federal check PM drug source chair million pay contain model.,High,23-11-2025 03:01,60.0,Smart Wifi Dept,3.0,Yes,19.005922,72.870185,0.59
C1071,D2,Traffic,Entire carry ask school once direction scene behavior west speech each be.,Low,18-11-2025 04:48,120.0,Electricity Dept,1.0,No,19.013211,73.016837,0.8
C1072,B1,Garbage,Some develop particular respond project phone security since gas describe middle beat smile.,Medium,21-06-2025 22:00,63.5,Roads Dept,2.0,Yes,19.260669,72.904448,0.07
C1073,A2,WiFi Issue,Join race today establish police central to if skill particularly war.,Medium,15-01-2025 12:31,40.0,Roads Dept,3.0,No,19.020052,72.955674,0.93
C1074,B1,Pothole,Rate pick race around door degree likely.,Medium,29-03-2025 00:50,80.0,Water Dept,2.0,Yes,19.198636,72.964651,0.48
C1075,D2,Garbage,Own member kitchen continue population small provide talk.,Critical,11-05-2025 05:01,83.0,Cleanliness Dept,5.0,No,19.219098,72.805892,0.8
C1076,C2,Traffic,Wall couple treatment rich act toward mother.,Critical,30-01-2025 12:09,81.0,Cleanliness Dept,2.0,Yes,19.257093,73.040799,0.68
C1077,D2,Garbage,Home trip available seat sometimes much of dinner doctor.,High,01-08-2025 20:19,81.0,Cleanliness Dept,4.0,No,19.144299,72.875906,0.74
C1078,D2,Traffic,Take on kind could particularly peace reality box fear whatever art say represent pick detail.,Medium,03-12-2025 20:05,97.0,Cleanliness Dept,3.0,Yes,19.085021,73.043834,0.74
C1079,C2,Water,Job free new industry interest hour adult myself water catch financial listen evening author kitchen.,Critical,22-11-2025 10:06,17.0,Roads Dept,4.0,No,19.005427,72.870859,0.46
C1080,B2,Garbage,Detail series after us any somebody apply specific.,Critical,17-03-2025 19:45,15.0,Electricity Dept,4.0,Yes,19.255828,72.844887,0.29
C1081,B1,Garbage,Determine general sort reality citizen court Republican that society son subject news best risk trouble price.,Critical,27-08-2025 16:33,10.0,Cleanliness Dept,4.0,Yes,19.000734,72.997682,0.7
C1082,A1,Garbage,Laugh official police behavior thank management create step edge learn.,Medium,26-07-2025 07:41,92.0,Cleanliness Dept,4.0,No,19.05573,72.869541,0.8
C1083,D1,Water,House science face employee team life style.,Critical,16-01-2025 10:50,102.0,Electricity Dept,3.0,No,19.063552,72.914441,0.41
C1084,C1,Traffic,Company television government hot together organization great.,Low,04-11-2025 10:29,118.0,Electricity Dept,2.0,No,19.041452,72.880736,0.62
C1085,D1,Garbage,Race growth business themselves magazine wide never operation put with fine.,Low,14-05-2025 16:51,115.0,Cleanliness Dept,4.0,Yes,19.100882,72.970304,0.31
C1086,B2,Pollution,Artist actually character agree commercial environment six create debate base certainly building suggest put lead wish.,Medium,30-03-2025 21:19,11.0,Cleanliness Dept,3.0,No,19.233467,73.081737,0.04
C1087,B1,Traffic,Day upon leader way place usually into different camera pass produce professional reduce entire.,Medium,18-06-2025 13:52,14.0,Smart Wifi Dept,5.0,Yes,19.071474,73.093057,0.52
C1088,A1,Pothole,Run billion list member grow despite sign card benefit college college level water group.,High,11-10-2025 13:46,16.0,Water Dept,1.0,No,19.154218,72.985486,0.06
C1089,B2,Traffic,Dinner pay fear black suddenly maintain pick nor voice.,Low,07-11-2025 05:43,110.0,Water Dept,3.0,No,19.078005,73.027871,0.0
C1090,A1,Street Light,Government provide later recognize understand audience decision although expect.,Low,13-01-2025 06:15,13.0,Cleanliness Dept,1.0,Yes,19.018994,72.925995,0.66
C1091,C2,Pothole,Station good between board least door start then get service turn third hope culture.,Medium,14-01-2025 00:54,27.0,Electricity Dept,1.0,No,19.272531,72.808498,0.07
C1092,A2,Traffic,Seem everybody interview fill sort bed very consider many type debate child make.,Low,29-08-2025 07:41,41.0,Smart Wifi Dept,3.0,No,19.225627,72.986417,0.36
C1093,B2,Street Light,Food stop product game future million mission somebody who across speak.,Low,04-06-2025 17:48,98.0,Water Dept,3.0,No,19.256554,73.062736,0.19
C1094,B2,Street Light,Street oil weight general new past should morning.,Medium,08-08-2025 12:00,11.0,Water Dept,5.0,Yes,19.160974,72.88176,0.24
C1095,B1,Traffic,Challenge feel again design part positive certain.,Critical,15-08-2025 09:19,97.0,Cleanliness Dept,1.0,Yes,19.014708,72.879383,0.46
C1096,C1,Pollution,Thought town early later season risk whom director sister food too gun open reflect those identify.,Low,22-07-2025 19:09,68.0,Cleanliness Dept,5.0,No,19.174557,73.04668,0.99
C1097,A1,WiFi Issue,Avoid step especially out surface give compare very.,High,31-01-2025 19:49,35.0,Roads Dept,5.0,Yes,19.25632,72.808317,0.52
C1098,C2,Garbage,Reduce throughout Mrs interest keep adult be guy voice result light size recognize world necessary.,Low,07-10-2025 23:36,13.0,Cleanliness Dept,2.0,No,19.218433,72.965735,0.98
C1099,B1,Pothole,Speech center computer director no old today student.,High,13-01-2025 12:14,32.0,Cleanliness Dept,5.0,No,19.247729,72.823432,0.49
C1100,D2,Pollution,Food area could attorney body such smile administration.,Low,06-01-2025 21:45,32.0,Water Dept,2.0,No,19.009584,72.907417,0.9
C1101,C1,Garbage,Decide approach deal white recognize suddenly picture finally over.,Low,17-10-2025 09:31,90.0,Water Dept,5.0,No,19.213281,72.881807,0.9
C1102,A2,Traffic,Center idea when indicate similar why population move compare.,Critical,08-09-2025 21:28,50.0,Roads Dept,5.0,No,19.023783,72.983425,0.78
C1103,A1,Pothole,Return stage speech when common accept add city skill actually company already.,Medium,10-12-2025 10:34,45.0,Cleanliness Dept,3.0,Yes,19.141959,72.928413,0.38
C1104,D1,Pothole,Yard manage place side character walk style standard work left admit say sister relate.,Medium,13-05-2025 08:26,51.0,Water Dept,3.0,Yes,19.146821,73.061214,0.49
C1105,C1,Street Light,Charge small degree party form word campaign note drug above compare amount fund special.,High,27-05-2025 23:07,24.0,Roads Dept,2.0,Yes,19.237847,72.852214,0.76
C1106,C1,Traffic,Seven prevent couple total start teach meeting other.,Critical,03-05-2025 01:19,99.0,Electricity Dept,4.0,Yes,19.261189,72.973127,0.35
C1107,B2,Traffic,Hope prepare such buy conference drive some guess laugh agree soon save present without administration.,High,11-05-2025 09:15,119.0,Cleanliness Dept,3.0,No,19.029457,73.008744,0.65
C1108,A2,Pothole,At sense become design him start glass treatment everybody way again seven.,Medium,15-05-2025 06:07,9.0,Cleanliness Dept,3.0,Yes,19.197096,72.916259,0.44
C1109,A2,WiFi Issue,Task personal job record expert lose consider discover then Congress hard easy car on ago land.,Medium,20-03-2025 04:17,18.0,Cleanliness Dept,2.0,No,19.044412,73.089244,0.58
C1110,B1,Garbage,National hotel attack two share reach perhaps simply.,High,07-11-2025 07:09,35.0,Smart Wifi Dept,1.0,Yes,19.061153,72.897921,0.92
C1111,C1,Pollution,Enjoy kind professional reach specific source door service agent computer read southern administration.,Low,12-11-2025 18:50,89.0,Smart Wifi Dept,4.0,No,19.180579,72.992018,0.24
C1112,D2,Street Light,Central reality save officer success at while relationship dream hope side.,Low,25-11-2025 16:16,78.0,Electricity Dept,2.0,No,19.184721,73.008919,0.09
C1113,D1,Traffic,Tell explain film decade behind close along Democrat.,High,20-02-2025 16:36,63.5,Smart Wifi Dept,2.0,Yes,19.042429,72.831324,0.72
C1114,B1,Traffic,Responsibility the scientist serve baby career him beautiful until should natural step.,Critical,06-03-2025 01:04,999.0,Electricity Dept,3.0,No,19.030377,72.935864,0.72
C1115,C2,Traffic,Star stand audience affect head strategy certainly rise hospital happen reason ball sort lead.,High,18-01-2025 17:23,63.5,Cleanliness Dept,1.0,No,19.270935,73.059874,0.78
C1116,B1,Water,Reach series citizen entire control child subject treat popular well fill know drive at its force.,Critical,13-04-2025 22:25,97.0,Cleanliness Dept,4.0,Yes,19.243237,72.803152,0.89
C1117,D1,WiFi Issue,Green wonder on answer decide ago drive whose hair during executive beyond whom remain whatever can.,Medium,16-11-2025 17:57,84.0,Smart Wifi Dept,3.0,Yes,19.078744,72.802594,0.67
C1118,A1,WiFi Issue,Ever street data effort account mission strong course begin.,Medium,17-04-2025 16:22,117.0,Cleanliness Dept,3.0,No,19.070232,73.048099,0.35
C1119,C1,Street Light,Bar center exist far enjoy remain describe court.,Low,27-03-2025 08:28,63.5,Cleanliness Dept,3.0,Yes,19.171732,72.892409,0.96
C1120,A2,Pollution,Tell central possible reveal kid be base where watch article base just lose.,Medium,06-11-2025 07:08,15.0,Water Dept,5.0,No,19.251259,72.890275,0.33
C1121,D2,Pothole,Young apply rule fact talk agreement situation develop see water beat.,High,27-11-2025 16:19,52.0,Water Dept,3.0,No,19.219674,72.817831,0.37
C1122,C1,Street Light,Race drop property television stop bed show dream police together.,Medium,21-10-2025 06:55,108.0,Cleanliness Dept,3.0,No,19.073379,72.923744,0.89
C1123,A2,Water,Three activity prepare true become perform carry admit.,Critical,17-07-2025 20:39,42.0,Cleanliness Dept,4.0,No,19.290911,73.066269,0.95
C1124,B1,Pothole,Amount next friend health call spend challenge maintain five social majority also.,Medium,04-03-2025 20:38,116.0,Water Dept,2.0,Yes,19.098386,73.00208,0.88
C1125,B2,WiFi Issue,Former government since simple write treatment scene.,High,02-09-2025 08:23,37.0,Water Dept,3.0,Yes,19.085921,73.059247,0.64
C1126,A1,WiFi Issue,Deal room decision five behavior collection list simply hospital day catch three building than.,Critical,07-12-2025 03:33,44.0,Water Dept,3.0,No,19.183506,72.912313,0.87
C1127,A2,Pothole,Born job fund center quite land water consumer should.,Critical,21-03-2025 23:38,76.0,Cleanliness Dept,5.0,Yes,19.1406,73.09953,0.65
C1128,B1,Pothole,Anything wish station citizen market guy as suddenly.,High,02-01-2025 09:14,21.0,Electricity Dept,3.0,Yes,19.139365,72.837884,0.98
C1129,C1,Street Light,Structure single future heavy economy finally seat need behind traditional away culture foreign human.,Low,01-05-2025 19:58,72.0,Smart Wifi Dept,3.0,Yes,19.115078,72.9587,0.17
C1130,C2,WiFi Issue,Same help artist attorney toward finish fish discuss.,Critical,18-02-2025 11:42,70.0,Water Dept,3.0,Yes,19.006761,73.058935,0.57
C1131,B2,Water,Debate south economy while agent production again hold media significant be both social one goal official.,Low,21-04-2025 05:50,99.0,Water Dept,4.0,Yes,19.144282,72.813925,0.93
C1132,A1,Pollution,Firm appear air behind ago along sign option.,Medium,11-01-2025 05:59,82.0,Water Dept,1.0,Yes,19.179474,73.052286,0.31
C1133,A1,Street Light,Find station ever kitchen feeling child capital.,Critical,07-11-2025 03:48,37.0,Electricity Dept,3.0,No,19.254843,72.991713,0.89
C1134,B1,Water,Economy figure some court power view red smile bill past.,Low,13-11-2025 20:58,120.0,Cleanliness Dept,3.0,No,19.016505,72.800828,0.37
C1135,C1,Traffic,Low benefit season move growth about establish although put my be speech computer risk military.,High,28-09-2025 18:57,111.0,Smart Wifi Dept,5.0,Yes,19.254034,73.087489,0.51
C1136,D1,Water,Apply director effect talk near least many might.,Low,23-06-2025 09:50,26.0,Cleanliness Dept,3.0,No,19.125445,73.02178,0.99
C1137,A2,Traffic,Next project play work range ground represent subject crime challenge next media approach process into.,High,06-05-2025 03:03,14.0,Cleanliness Dept,2.0,Yes,19.025347,72.808191,0.77
C1138,A2,WiFi Issue,Above clearly method note respond page experience look turn few huge including low fill return.,Medium,27-02-2025 07:50,9.0,Water Dept,5.0,No,19.278925,72.94888,0.76
C1139,B1,Pothole,Full seat yet would usually activity she later contain after wonder baby throw movement each.,Critical,02-12-2025 19:47,78.0,Electricity Dept,3.0,Yes,19.097185,72.854412,0.09
C1140,B1,Traffic,List first within option old eight member space authority back decide spring only history kitchen behavior.,High,28-08-2025 13:24,34.0,Cleanliness Dept,5.0,No,19.172859,72.839806,0.72
C1141,B1,Garbage,Star interesting drop very couple per I performance remember sell player social interesting.,Critical,12-09-2025 01:06,999.0,Water Dept,1.0,Yes,19.005036,72.881849,0.66
C1142,A2,Street Light,Experience three also Democrat theory bar yard cup growth item if.,Medium,02-12-2025 22:38,38.0,Water Dept,3.0,No,19.116471,72.870552,0.87
C1143,A1,Water,Field military feeling sister meet cost will least.,Low,13-08-2025 20:32,90.0,Smart Wifi Dept,2.0,Yes,19.080135,72.846285,0.71
C1144,D2,Traffic,Music result reach short part still particularly or method production past new.,Medium,23-11-2025 16:32,57.0,Roads Dept,2.0,Yes,19.012932,72.935534,0.3
C1145,A1,Street Light,Machine business activity friend student else activity I better kid.,Critical,18-10-2025 15:46,63.0,Cleanliness Dept,5.0,No,19.244941,72.823473,0.4
C1146,B1,Pollution,Just care owner policy each senior by continue performance.,Medium,28-07-2025 23:22,111.0,Smart Wifi Dept,4.0,No,19.114285,73.008204,0.87
C1147,D2,Water,Future stay already media education it thus bar commercial exist production us gas food information.,High,22-06-2025 02:26,50.0,Electricity Dept,4.0,No,19.285118,72.891502,0.14
C1148,B1,Traffic,Speak special which accept process increase card instead worry listen address anything new ability.,Critical,25-10-2025 20:56,116.0,Cleanliness Dept,4.0,No,19.176788,72.935093,0.45
C1149,B1,Water,Figure future this cell common special certainly he official better we recently yes white.,Low,01-01-2025 14:24,22.0,Cleanliness Dept,1.0,Yes,19.118738,73.051577,0.92
C1150,B1,Traffic,Kid understand same again herself cause simply site particularly.,Low,14-06-2025 10:40,30.0,Electricity Dept,3.0,Yes,19.288432,73.052739,0.61
C1151,A2,Pollution,Identify everyone determine really own series if identify point very information let important low yourself.,Critical,18-02-2025 11:41,114.0,Cleanliness Dept,3.0,Yes,19.096605,72.828771,0.75
C1152,C2,WiFi Issue,Green father suggest human factor Democrat size take stand natural less will.,Medium,11-10-2025 16:03,32.0,Roads Dept,1.0,No,19.031284,72.982475,0.86
C1153,C1,Street Light,Country away wish shoulder debate try find great night look kind western listen even whom.,Critical,05-09-2025 02:48,85.0,Smart Wifi Dept,4.0,Yes,19.27623,72.875617,0.94
C1154,B2,Traffic,Power ability design speech strong about law too spend you field.,High,17-03-2025 10:56,87.0,Electricity Dept,1.0,Yes,19.254909,72.899471,0.44
C1155,C2,Garbage,Role line now say number live arm yourself she keep response continue article affect watch.,Low,11-08-2025 20:43,5.0,Water Dept,4.0,No,19.129857,72.896717,0.85
C1156,C2,Pothole,Strong tonight note ago his institution everything one window actually me large.,Critical,25-11-2025 13:53,63.5,Smart Wifi Dept,1.0,No,19.2,73.090197,0.92
C1157,B2,Pollution,Vote a all agency thousand live against all.,Medium,29-09-2025 06:17,26.0,Cleanliness Dept,3.0,Yes,19.05123,72.986223,0.8
C1158,A2,Traffic,Training have expect yourself imagine season step challenge standard why red eight that.,Low,21-01-2025 15:40,19.0,Water Dept,5.0,No,19.104405,73.026986,0.35
C1159,A2,Traffic,Sign draw establish career school admit think factor such activity field car.,Critical,05-11-2025 05:40,79.0,Roads Dept,5.0,No,19.142791,72.995556,0.44
C1160,A1,Pothole,Listen employee watch expect determine person agency become.,Medium,20-04-2025 15:47,63.5,Roads Dept,4.0,Yes,19.161544,73.092939,0.09
C1161,D1,Traffic,Director street relate available else compare thing find too water great.,Low,30-07-2025 08:43,48.0,Cleanliness Dept,4.0,No,19.093082,72.947337,0.88
C1162,A1,Water,Season hotel skin until them too chance management owner western respond finally huge involve necessary.,High,11-02-2025 00:58,63.5,Water Dept,1.0,Yes,19.270005,72.900057,0.45
C1163,C2,Traffic,Direction determine agent class war heavy important color him industry white.,Medium,18-04-2025 16:30,6.0,Cleanliness Dept,3.0,No,19.249301,72.946769,0.18
C1164,B2,Water,Soldier point score art true section focus eight decision because get activity.,Critical,10-05-2025 14:56,65.0,Electricity Dept,5.0,Yes,19.28148,72.996879,0.51
C1165,D1,Pothole,Light white eye themselves everybody as lose low dream.,Low,29-05-2025 02:34,11.0,Cleanliness Dept,5.0,Yes,19.008816,73.009986,0.03
C1166,D1,Pollution,Sound bag lot such pass sister represent space wait check.,Medium,09-09-2025 20:18,40.0,Water Dept,5.0,Yes,19.123779,72.9208,0.72
C1167,B2,Water,Particularly traditional understand technology past side voice lose officer future institution gun as accept art.,Low,24-01-2025 01:26,105.0,Water Dept,1.0,Yes,19.265047,73.016013,0.46
